key,indicator,label,ALB,BIH_STATE,BIH_RS,BIH_FBIH,KOS,MNE,MKD,SRB
ENTERPRISE_I01,ENTERPRISE_QL01,The SOE ownership policy defines the state’s overall ownership objectives.,NO,NOT_AVAILABLE,NO,NO,YES,NO,NO,YES
ENTERPRISE_I01,ENTERPRISE_QL01,The SOE ownership policy articulates the mandate of the ownership entity and clarifies its main functions. ,NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,YES
ENTERPRISE_I01,ENTERPRISE_QL01,The SOE ownership policy specifies the state’s expectations from the companies. ,NO,NOT_AVAILABLE,NO,NO,YES,NO,NO,YES
ENTERPRISE_I01,ENTERPRISE_QL01,The SOE ownership policy is being implemented at least across a portfolio of companies.  ,NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I01,ENTERPRISE_QL01,The SOE ownership policy is being fully implemented across all SOEs. .,NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I01,ENTERPRISE_QL01,SOEs are periodically evaluated based on quantifiable performance indicators against their fulfilment of the state’s expectations. ,NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I02,ENTERPRISE_QL02,Formal information (laws and regulations) is available that clearly establishes the institutional responsibilities for exercising state ownership.,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
ENTERPRISE_I02,ENTERPRISE_QL02,"The responsibilities for regulatory activities and ownership activities have been fully separated for at least the majority of SOEs to ensure that they are not conflicted.  
* For some SOEs. ",YES*,NOT_AVAILABLE,YES*,YES*,YES,YES*,YES*,YES
ENTERPRISE_I02,ENTERPRISE_QL02,"An inter-ministerial committee and/or a specialised body responsible for co-ordinating ownership on a whole-of-government level has been established.
*Partially",NO,NOT_AVAILABLE,YES*,NO,YES,NO,NO,YES
ENTERPRISE_I02,ENTERPRISE_QL02,The inter-ministerial committee and/or specialised co-ordination body is adequately resourced with the capacity to effectively carry out its duties.,NO,NOT_AVAILABLE,NO,NO,YES,NO,NO,NO
ENTERPRISE_I02,ENTERPRISE_QL02,"The state has fully harmonised ownership practices, including board nomination practices, objectives setting and monitoring, and performance management.",NO,NOT_AVAILABLE,NO,NO,YES,NO,NO,YES
ENTERPRISE_I02,ENTERPRISE_QL02,The government department(s) responsible for state ownership is/are operated on a professional basis and independent from political interference.,NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I02,ENTERPRISE_QL02,The state ownership portfolio is subject to legislative oversight and periodic evaluation. ,NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I03,ENTERPRISE_QL03,There are boards of directors for all SOEs.,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
ENTERPRISE_I03,ENTERPRISE_QL03,"There is a common approach to board nomination processes. 
*Board nomination processes are assured by ministerial or executive powers and are not transparent. ",YES*,NOT_AVAILABLE,YES*,YES*,YES,YES*,YES*,YES*
ENTERPRISE_I03,ENTERPRISE_QL03,"A formal board nomination framework is in place. 
*Not yet in place but under development. ",YES*,NOT_AVAILABLE,YES*,YES*,YES,YES*,YES*,YES*
ENTERPRISE_I03,ENTERPRISE_QL03,Public officials nominated to SOE boards are appointed based on clear qualifications and subject to vetting mechanisms.,NO,NOT_AVAILABLE,NO,NO,YES,NO,NO,YES
ENTERPRISE_I03,ENTERPRISE_QL03,The board nomination process is transparent and consistent in its application across the SOE portfolio. ,NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I03,ENTERPRISE_QL03,The board nomination process clearly specifies the person(s) or body responsible for nominating board members.,YES,NOT_AVAILABLE,NO,NO,YES,NO,NO,YES
ENTERPRISE_I03,ENTERPRISE_QL03,"The board nomination process is transparent about any qualifications that may be required, or guidelines that existon appointments.",YES,NOT_AVAILABLE,NO,NO,NO,NO,NO,YES
ENTERPRISE_I03,ENTERPRISE_QL03,"SOE board nominations are subject to a vetting process involving relevant parts of government and/or a specialised body (i.e., commissions or public boards).",YES,NOT_AVAILABLE,NO,NO,YES,NO,NO,NO
ENTERPRISE_I04,ENTERPRISE_QL04,There are boards of directors for all or most SOEs. ,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
ENTERPRISE_I04,ENTERPRISE_QL04,"All SOEs require a minimum number of independent board members.
*Only specific categories",NO,NOT_AVAILABLE,NO,NO,YES*,NO,NO,YES*
ENTERPRISE_I04,ENTERPRISE_QL04,Public officials nominated to sit on boards are expected to vote according to the best interests of the company and its shareholders.,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
ENTERPRISE_I04,ENTERPRISE_QL04,"SOE boards are granted sufficient legal responsibilities to effectively oversee management, including the right to appoint and dismiss the CEO.",NO,NOT_AVAILABLE,YES,YES,YES,NO,NO,NO
ENTERPRISE_I04,ENTERPRISE_QL04,Safeguards are in place to prevent the government from intervening in the day-to-day management of SOEs.,NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I04,ENTERPRISE_QL04,"SOE boards have diverse membership in terms of ensuring a mix of profiles with relevant commercial and financial expertise, and in terms of gender balance.",NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I04,ENTERPRISE_QL04,SOE board members are subject to the same legally enforceable requirements as the directors of private companies. ,YES,NOT_AVAILABLE,NO,NO,YES,YES,NO,YES
ENTERPRISE_I04,ENTERPRISE_QL04,A system is in place to evaluate the performance of SOE boards. ,NO,NOT_AVAILABLE,YES,NO,YES,NO,NO,NO
ENTERPRISE_I05,ENTERPRISE_QL05,A national privatisation policy framework is in place. ,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
ENTERPRISE_I05,ENTERPRISE_QL05,The privatisation policy framework includes at least some requirements (e.g. the requirement for public disclosure of planned privatisations and/or the establishment of an oversight commission) to ensure that privatisations are undertaken to some degree transparently and in the public interest.,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,NO
ENTERPRISE_I05,ENTERPRISE_QL05,The privatisation policy framework includes strong and uniform requirements to ensure that privatisations are undertaken transparently and in the public interest.  ,NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I05,ENTERPRISE_QL05,The institution(s) responsible for privatisations must report to the parliament or other representative bodies regarding planned and ongoing privatisations.,NO,NOT_AVAILABLE,YES,YES,NO,YES,NO,YES
ENTERPRISE_I05,ENTERPRISE_QL05,Information on ongoing or forthcoming privatisation processes is readily accessible to the public. ,YES,NOT_AVAILABLE,YES,YES,NO,YES,NO,YES
ENTERPRISE_I05,ENTERPRISE_QL05,"An independent oversight body, such as a supreme audit institution, ensures that privatisations are undertaken transparently and in the public interest. ",YES,NOT_AVAILABLE,NO,YES,NO,YES,NO,NO
ENTERPRISE_I05,ENTERPRISE_QL05,Independent evaluators are responsible to establish company valuations to ensure that privatised entities are sold at fair value. ,YES,NOT_AVAILABLE,YES,NO,NO,YES,NO,YES
ENTERPRISE_I05,ENTERPRISE_QL05,"The privatisation policy framework includes measures to overcome any negative effects on privatisations (e.g., on workers and public-service delivery). ",NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I05,ENTERPRISE_QL05,"Post-privatisation audits are systematically undertaken (e.g., to assess the fulfilment of contractual obligations and/or the impact of privatisations on the public interest). ",NO,NOT_AVAILABLE,YES,NO,NO,YES,NO,NO
ENTERPRISE_I06,ENTERPRISE_QL06,"There are requirements for SOEs to submit financial and/or non-financial (e.g. corporate governance code) reports to the ownership entity or parliament. 
*Partially",YES*,NOT_AVAILABLE,YES*,YES*,YES,YES*,YES*,YES
ENTERPRISE_I06,ENTERPRISE_QL06,"Financial and non-financial reporting is publicly available for at least some large commercially-oriented SOEs. 
*Only financial statements. ",YES,NOT_AVAILABLE,YES*,YES*,YES,YES*,YES*,YES
ENTERPRISE_I06,ENTERPRISE_QL06,"Financial and non-financial reporting is publicly available for a widespread number of large commercially-oriented SOEs.
*Only financial statements. ",YES*,NOT_AVAILABLE,YES*,YES*,YES*,NO,YES*,YES*
ENTERPRISE_I06,ENTERPRISE_QL06,"SOEs are subject to the same high-quality accounting, disclosure, compliance and auditing standards as stock-Exchange listed enterprises. ",NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I06,ENTERPRISE_QL06,"SOEs are required to publish sustainability reports (including information on environmental, social and governance issues).",NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I06,ENTERPRISE_QL06,"The government monitors SOEs’ compliance with applicable financial and non-financial reporting requirements.
*Monitoring outcomes not available",NO,NOT_AVAILABLE,NO,NO,NO,YES*,NO,NO
ENTERPRISE_I06,ENTERPRISE_QL06,"The privatisati negative effects on privatisations (e.g., on workers and public-service delivery). ",NO,NOT_AVAILABLE,NO,NO,YES,NO,YES,NO
ENTERPRISE_I07,ENTERPRISE_QL07,SOEs publish separate financial statements. ,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
ENTERPRISE_I07,ENTERPRISE_QL07,"The financial statements of at least some SOEs are subject to some form of audit, either by external commercial audit firms and/or by the state audit office.",YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
ENTERPRISE_I07,ENTERPRISE_QL07,"For most SOEs that are required to publish financial statements (e.g. for large SOEs or those that are considered public-interest entities) an external commercial audit is required. 
*Only for some",YES*,NOT_AVAILABLE,YES,YES,YES*,YES*,YES*,YES
ENTERPRISE_I07,ENTERPRISE_QL07,External audits are carried out in accordance with internationally recognised auditing standards (e.g. the International Standards on Auditing).,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
ENTERPRISE_I07,ENTERPRISE_QL07,external auditors are required by law to be independent of SOEs’ management and large shareholders.  ,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
ENTERPRISE_I07,ENTERPRISE_QL07,"Monitoring activities of state audit bodies focus on the performance and efficiency of the SOE sector as a whole. 
*Monitoring activities ofstate audit bodies are limited to the use of public funds and budget resources and/or consist of financial-statement audits. ",YES*,NOT_AVAILABLE,NO,NO,NO,YES*,YES*,YES*
ENTERPRISE_I07,ENTERPRISE_QL07,There are requirements to establish audit committees for all or most SOEs. ,NO,NOT_AVAILABLE,YES,YES,YES,YES,NO,YES
ENTERPRISE_I07,ENTERPRISE_QL07,SOEs’ financial statements are in most cases determined by an external audit to appropriately and fairly present the operations and financial condition of the SOE.,NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I08,ENTERPRISE_QL08,"SOEs undertake  corruption risk assessments to address corruption and bribery risks specifically in SOEs. 
*SOEs undertake ad-hoc measures to address corruption and bribery risks specifically in SOEs ",YES*,NOT_AVAILABLE,YES*,YES*,NO,YES,NO,YES
ENTERPRISE_I08,ENTERPRISE_QL08,Politicians are barred from serving on SOE boards of directors.,NO,NOT_AVAILABLE,YES,YES,YES,YES,NO,NO
ENTERPRISE_I08,ENTERPRISE_QL08,Legislation explicitly prohibits the use of SOEs as vehicles for political party funding.,NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,YES
ENTERPRISE_I08,ENTERPRISE_QL08,SOE boards have the legal and de facto right to appoint and dismiss the CEOs.  ,NO,NOT_AVAILABLE,YES,YES,YES,NO,NO,NO
ENTERPRISE_I08,ENTERPRISE_QL08,SOE ownership arrangements are fully centralised and SOE boards have sufficient legal and de facto independence to shield SOEs from political interference.,NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I08,ENTERPRISE_QL08,An SOE ownership policy which explicitly defines the rationales for state ownership has been adopted.,NO,NOT_AVAILABLE,NO,NO,YES,NO,NO,YES
ENTERPRISE_I08,ENTERPRISE_QL08,"A formal board nomination framework is in place. 
*Not yet in place but under development",YES*,NOT_AVAILABLE,YES*,YES*,YES,YES*,YES*,YES*
ENTERPRISE_I08,ENTERPRISE_QL08,Legislation establishes the individual liability of board members and managers of SOEs in case of involvement in corrupt practices.,YES,NOT_AVAILABLE,YES,NO,YES,YES,YES,YES
ENTERPRISE_I08,ENTERPRISE_QL08,"The ownership entity explicitly encourages most or all SOEs to develop and implement internal integrity measures (internal controls, codes of ethics and compliance measures) that specifically address corruption-related risks.
*Some SOEs are encouraged to develop and implement internal integrity measures, or the measures required of all SOEs are limited in scope ",NO,NOT_AVAILABLE,YES*,YES*,YES*,YES*,NO,YES
ENTERPRISE_I08,ENTERPRISE_QL08,"Most or all SOEs have developed internal codes of ethics that address e.g., issues related to procurement, conflicts of interest, charitable donations and board/top management nepotism.",NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I08,ENTERPRISE_QL08,"SOE employees, management and board members receive regular training on anti-corruption and integrity measures.",NO,NOT_AVAILABLE,NO,NO,NO,YES,NO,NO
ENTERPRISE_I08,ENTERPRISE_QL08,Legislation protects “whistle-blowers” in SOEs (which report unethical or illegal conduct) from retaliation. ,NO,NOT_AVAILABLE,YES,NO,NO,YES,NO,YES
ENTERPRISE_I08,ENTERPRISE_QL08,Most or all SOEs have established internal audit procedures.  ,NO,NOT_AVAILABLE,YES,NO,YES,YES,NO,NO
ENTERPRISE_I09,ENTERPRISE_QL09,"There are laws in place for the protection of minority shareholders (i.e., non-state shareholders of state-owned enterprises). ",YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
ENTERPRISE_I09,ENTERPRISE_QL09,"Legislation for the protection of minority shareholders is widely respected by SOEs. 
*Legislation for the protection of minority shareholders is, in most cases, respected. ",YES*,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I09,ENTERPRISE_QL09,"Minority shareholders have the same voting rights as the state (i.e., no privileged voting rights for the latter).",YES,NOT_AVAILABLE,YES,YES,NO,YES,YES,YES
ENTERPRISE_I09,ENTERPRISE_QL09,All shareholders have the right to equal and timely access to information (including with regard to public policy objectives).,YES,NOT_AVAILABLE,NO,YES,YES,YES,NO,YES
ENTERPRISE_I09,ENTERPRISE_QL09,The participation of minority shareholders in shareholder meetings is facilitated so they can take part in fundamental corporate decisions such as board election.,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
ENTERPRISE_I09,ENTERPRISE_QL09,"Transactions between the state and SOEs, and between SOEs, take place on market consistent terms. ",NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I09,ENTERPRISE_QL09,Minority shareholders have access to effective redress in case of alleged violation of their rights. ,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
ENTERPRISE_I10,ENTERPRISE_QL10,At least some SOEs carrying out economic activities are incorporated under company law.,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
ENTERPRISE_I10,ENTERPRISE_QL10,"At least the majority of SOEs carrying out economic activities are incorporated under company law. 
*A non-trivial proportion of SOEs operate under a different legal form (e.g., as ""public enterprises"" subject to a separate law)",YES*,NOT_AVAILABLE,YES*,YES*,YES,YES,YES*,YES
ENTERPRISE_I10,ENTERPRISE_QL10,"All SOEs carrying out economic activities have been incorporated under company law (e.g., as joint-stock or limited liability companies). 
*There are no SOEs with a different legal form than privately-owned companies.",YES*,NOT_AVAILABLE,NO,NO,YES,NO,NO,NO
ENTERPRISE_I10,ENTERPRISE_QL10,"Where SOEs carry out economic activities these activities are subject to the same tax and regulatory treatment (e.g., market regulations or bankruptcy procedures) applicable to private companies. ",YES,NOT_AVAILABLE,NO,NO,YES,YES,NO,YES
ENTERPRISE_I10,ENTERPRISE_QL10,Any derogations to SOEs’ legal and regulatory treatment are made transparent and are narrowly established to avoid market distortions. ,NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I11,ENTERPRISE_QL11,Information is available on the conditions under which SOEs obtain financing. ,YES,NOT_AVAILABLE,YES,YES,YES,YES,YES,YES
ENTERPRISE_I11,ENTERPRISE_QL11,"At least some of the largest SOEs obtain some financing on the marketplace and face market consistent conditions regarding access to debt and equity. 
*Obtained financing is not on market consistent terms (e.g owing to explicit state guarantees)",YES*,NOT_AVAILABLE,YES,YES,YES*,YES,YES*,YES*
ENTERPRISE_I11,ENTERPRISE_QL11,"At least the majority of the largest SOEs obtain some financing on the marketplace and face market consistent conditions regarding access to debt and equity. 
*Obtained financing is not on market consistent terms (e.g owing to explicit state guarantees)",YES*,NOT_AVAILABLE,YES*,YES*,YES*,YES*,YES*,YES*
ENTERPRISE_I11,ENTERPRISE_QL11,"All SOEs obtain financing on the marketplace (i.e., from privately-owned commercial banks) and face market consistent conditions regarding access to debt and equity.",NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I11,ENTERPRISE_QL11,SOEs have expected rates of returns on assets or equity.,NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ENTERPRISE_I11,ENTERPRISE_QL11,"Most SOEs achieve economically significant rates of return on par with similar private companies. 
*Most SOEs achieve economically significant rates of return.",NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,YES*
ENTERPRISE_I11,ENTERPRISE_QL11,The state as an owner establishes market-consistent target rates of return on equity or assets for SOEs.   ,NO,NOT_AVAILABLE,NO,NO,NO,NO,NO,NO
ANTI_CORRUPTION_I01,ANTI_CORRUPTION_QL01,"An economy-wide anti-corruption policy document is in place. 
*Not yet in place but under development",YES*,YES*,NO,YES,YES*,YES*,YES,YES*
ANTI_CORRUPTION_I01,ANTI_CORRUPTION_QL01,"The policy document sets out objectives, specific measures, implementation deadlines and responsible institutions.",YES,YES,NO,YES,NO,NO,YES,YES
ANTI_CORRUPTION_I01,ANTI_CORRUPTION_QL01,Co-ordination and monitoring functions are assigned to dedicated staff or unit.,YES,YES,NO,YES,YES,YES,YES,YES
ANTI_CORRUPTION_I01,ANTI_CORRUPTION_QL01,The policy document is based on evidence gained from a wide range of inputs made by state institutions and non-governmental actors and has been developed with due involvement of the civil society.,YES,YES,NO,NO,NO,NO,YES,YES
ANTI_CORRUPTION_I01,ANTI_CORRUPTION_QL01,At least two thirds of measures planned in the policy document have been implemented in due time and amount.,YES,NO,NO,NO,NO,NO,NO,NO
ANTI_CORRUPTION_I01,ANTI_CORRUPTION_QL01,"A government institution and non-government actors have been monitoring the implementation of the strategy. 
*Only a government institution",YES*,NO,NO,NO,NO,NO,YES,YES
ANTI_CORRUPTION_I01,ANTI_CORRUPTION_QL01,At least 90% of measures planned in the policy document have been implemented in due time and amount.,NO,NO,NO,NO,NO,NO,NO,NO
ANTI_CORRUPTION_I01,ANTI_CORRUPTION_QL01,Dedicated staff or a central government unit ensures policy co-ordination and monitoring in practice. It actively exercises powers to request and obtain information from and provide support to relevant authorities.,YES,YES,NO,YES,NO,NO,YES,YES
ANTI_CORRUPTION_I01,ANTI_CORRUPTION_QL01,The authorities regularly publish online relevant anti-corruption policy documents and reports.,YES,YES,NO,YES,NO,NO,YES,YES
ANTI_CORRUPTION_I01,ANTI_CORRUPTION_QL01,Focal points in implementing agencies support co-ordination and report to the central staff/unit.,YES,YES,NO,YES,NO,NO,YES,YES
ANTI_CORRUPTION_I01,ANTI_CORRUPTION_QL01,"Anti-corruption policy implementation has been regularly evaluated, and the results are published.",YES,NO,NO,NO,NO,NO,YES,YES
ANTI_CORRUPTION_I01,ANTI_CORRUPTION_QL01,Independent experts and civil society stakeholders contribute to the evaluation of the anti-corruption policy.,NO,YES,NO,YES,NO,NO,YES,NO
ANTI_CORRUPTION_I01,ANTI_CORRUPTION_QL01,Findings of evaluations are used for adjusting the planning and/or implementation of future actions .,YES,NO,NO,NO,NO,NO,NO,YES
ANTI_CORRUPTION_I02,ANTI_CORRUPTION_QL02,"Legislation governing corruption risk assessments has been adopted. 
*Under development",YES*,YES,YES*,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I02,ANTI_CORRUPTION_QL02,Corruption risk assessments are carried out in public institutions on a systematic basis.,YES,YES,NO,NO,NO,YES,YES,YES
ANTI_CORRUPTION_I02,ANTI_CORRUPTION_QL02,Funding has been allocated for implementing corruption risk assessments.,NO,NO,NO,NO,NO,NO,NO,YES
ANTI_CORRUPTION_I02,ANTI_CORRUPTION_QL02,Risk assessments have led to recommendations on the functioning of public institutions.,YES,YES,NO,NO,NO,YES,NO,YES
ANTI_CORRUPTION_I02,ANTI_CORRUPTION_QL02,Risk assessment results are compiled and analysed at the national level.,NO,YES,NO,NO,NO,YES,YES,YES
ANTI_CORRUPTION_I02,ANTI_CORRUPTION_QL02,Re-assessments are carried out periodically (every 3-5 years) based on existinglegislation.,NO,YES,NO,NO,NO,YES,YES,YES
ANTI_CORRUPTION_I02,ANTI_CORRUPTION_QL02,The risk assessment practice has been evaluated independently.,NO,NO,NO,NO,NO,YES,NO,NO
ANTI_CORRUPTION_I02,ANTI_CORRUPTION_QL02,Evaluations find that risk assessment practice has contributed to significant reductions of corruption risks.,NO,NO,NO,NO,NO,NO,NO,NO
ANTI_CORRUPTION_I03,ANTI_CORRUPTION_QL03,"National legislation foresees corruption proofing of legislation.
*Not yet adopted but under development",YES*,YES,NO,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I03,ANTI_CORRUPTION_QL03,"Responsibilities for proofing implementation are clearly defined.
*Partially",YES*,YES,NO,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I03,ANTI_CORRUPTION_QL03,Recommendations obtained from corruption proofing legislation have led to relevant changes in legislation.,YES,YES,NO,NO,NO,YES,YES,YES
ANTI_CORRUPTION_I03,ANTI_CORRUPTION_QL03,Corruption proofing is implemented regularly with sufficient resources.,YES,YES,NO,NO,NO,NO,YES,NO
ANTI_CORRUPTION_I03,ANTI_CORRUPTION_QL03,All laws and by-laws are potentially subject to corruption proofing.,NO,YES,NO,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I03,ANTI_CORRUPTION_QL03,"Corruption proofing skills are transferred to the majority of central authorities (e.g. ministries, independent agencies and other regulatory bodies).",NO,NO,NO,NO,NO,NO,NO,NO
ANTI_CORRUPTION_I03,ANTI_CORRUPTION_QL03,Public authorities engage civil society in corruption proofing. ,NO,NO,NO,NO,NO,NO,YES,NO
ANTI_CORRUPTION_I03,ANTI_CORRUPTION_QL03,The majority of laws and governmental normative acts are corruption proofed.,NO,NO,NO,NO,NO,NO,NO,NO
ANTI_CORRUPTION_I03,ANTI_CORRUPTION_QL03,The proofing practice has been evaluated independently and found to be contributing significantly to reducing corruption risks.,NO,NO,NO,NO,NO,NO,NO,NO
ANTI_CORRUPTION_I04,ANTI_CORRUPTION_QL04,A corruption prevention body has been established.,YES,YES,NO,YES,YES,YES,YES,YES
ANTI_CORRUPTION_I04,ANTI_CORRUPTION_QL04,"The body has adequate powers to implement preventive measures (including against conflicts of interest, wrongfully undisclosed income and assets, and illicit enrichment).",YES,YES,NO,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I04,ANTI_CORRUPTION_QL04,The body possesses adequate human and financial resources to carry out its mission effectively.,YES,YES,NO,YES,NO,YES,YES,NO
ANTI_CORRUPTION_I04,ANTI_CORRUPTION_QL04,The majority of the body’s staff received training over the past two years.,NO,YES,NO,YES,YES,YES,YES,YES
ANTI_CORRUPTION_I04,ANTI_CORRUPTION_QL04,"The procedures for selecting, appointing and dismissing the head of the body comprise safeguards against arbitrariness and ensure public accountability. 
*Only general public administration rules for one of the bodies",YES*,YES,NO,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I04,ANTI_CORRUPTION_QL04,"The body has safeguards to shield it from undue influence. 
*Only general public administration rulesfor one of the bodies",YES*,YES,NO,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I04,ANTI_CORRUPTION_QL04,Performance reports show that the body has used (some of) its powers in practice. ,YES,YES,NO,YES,YES,YES,YES,YES
ANTI_CORRUPTION_I04,ANTI_CORRUPTION_QL04,Independent evidence shows that the body is both financially and operationally independent .,YES,NO,NO,NO,NO,NO,NO,NO
ANTI_CORRUPTION_I04,ANTI_CORRUPTION_QL04,The body ensures reporting and publication of detailed performance statistics.,YES,YES,NO,YES,YES,YES,YES,YES
ANTI_CORRUPTION_I04,ANTI_CORRUPTION_QL04,Independent evaluation of the body’s activities is carried out systematically and the results are published.,YES,NO,NO,NO,YES,YES,NO,YES
ANTI_CORRUPTION_I04,ANTI_CORRUPTION_QL04,Evaluations have revealed effective practice and independence from undue influence.,NO,NO,NO,NO,NO,NO,NO,NO
ANTI_CORRUPTION_I04,ANTI_CORRUPTION_QL04,Findings of evaluations are used for further improvement of the body’s performance.,NO,NO,NO,NO,NO,YES,NO,NO
ANTI_CORRUPTION_I04,ANTI_CORRUPTION_QL04,Dedicated mechanisms of parliamentary and civil society oversight ensure effective public accountability in practice.,NO,NO,NO,NO,NO,NO,NO,YES
ANTI_CORRUPTION_I05,ANTI_CORRUPTION_QL05,"A law that governs the management of conflicts of interest is in force, applying to most public officials and comprising basic elements envisaged by international recommendations.",YES,YES,NO,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I05,ANTI_CORRUPTION_QL05,The law prescribes actions to manage conflicts of interest and designates institutions/officials to provide support and oversight.,YES,YES,YES,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I05,ANTI_CORRUPTION_QL05,The law envisages effective penalties for violations of conflict-of-interest and related rules.,YES,YES,YES,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I05,ANTI_CORRUPTION_QL05,Published data reveal continuous efforts to resolve conflicts of interest and oversee compliance with conflict-of-interest rules.,YES,NO,NO,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I05,ANTI_CORRUPTION_QL05,Sanctions are routinely imposed on public officials and civil servants for violations of conflict-of-interest and related rules.,YES,NO,NO,NO,NO,YES,YES,YES
ANTI_CORRUPTION_I05,ANTI_CORRUPTION_QL05,Independent assessments find the implementation and enforcement of conflict-of-interest rules to be impartial and consistent .,NO,NO,NO,NO,NO,NO,NO,NO
ANTI_CORRUPTION_I05,ANTI_CORRUPTION_QL05,Decisions or contracts made in violation of conflict-of-interest regulations are routinely invalidated.,NO,NO,NO,NO,NO,NO,NO,NO
ANTI_CORRUPTION_I05,ANTI_CORRUPTION_QL05,"Authorities regularly publish information about the resolution of reported conflicts of interest, reported gifts, violations of conflict-of-interest and/or related rules. ",NO,NO,NO,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I05,ANTI_CORRUPTION_QL05,"Evaluations of the performance of the conflict-of-interest law are carried out systematically .
*Results are not published",YES*,YES,NO,NO,NO,YES,NO,YES
ANTI_CORRUPTION_I05,ANTI_CORRUPTION_QL05,Findings of evaluations are used for further improvements of the law and practice .,YES,YES,NO,NO,NO,NO,NO,NO
ANTI_CORRUPTION_I05,ANTI_CORRUPTION_QL05,"Evaluations find that the implementation is shifting from enforcement-based to integrity-based mode where covered public officials and civil servants act proactively to, as far as practically possible, avoid even potential and apparent conflicts of interest.",NO,NO,NO,NO,NO,NO,NO,NO
ANTI_CORRUPTION_I06,ANTI_CORRUPTION_QL06,A law that governs asset and interest disclosure is in force and applies to most high-level public officials. ,YES,YES,YES,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I06,ANTI_CORRUPTION_QL06,"The law requires disclosure of most or all relevant data on income and significant assets, and personal interests.",YES,YES,NO,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I06,ANTI_CORRUPTION_QL06,"A dedicated authority or unit regularly verifies asset and interest declarations and has access to data held by other public authorities and private entities, including banks.",YES,NO,NO,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I06,ANTI_CORRUPTION_QL06,The law envisages effective penalties for violations of asset and interest disclosure rules.,YES,YES,NO,NO,YES,YES,YES,YES
ANTI_CORRUPTION_I06,ANTI_CORRUPTION_QL06,Sanctions are imposed on public officials for violations of asset and interest disclosure rules.,YES,NO,NO,NO,NO,YES,YES,YES
